A list of all the names already used for the levels.
Please choose different names.
=====================================================

             Name                 Collection    Num.
Bucolic Pallets                 Sokoban-II      0362
bucolic pamphlet                Challenge-IV    1872
bucolic pander                  Challenge-IV    1277
bucolic panel                   Beginner-II     1306
bucolic panther                 Challenge-IV    1626
bucolic paper                   Challenge-V     0146
bucolic parchment               Sokoban-II      0815
bucolic parent                  Challenge-IV    0890
bucolic parent 2                Challenge-IV    0905
bucolic paste                   Beginner-II     1326
bucolic pate                    Sokoban-II      0511
bucolic patent                  Sokoban-II      1463
bucolic patent 2                Sokoban-II      1468
Bucolic Patent 3                Sokoban-II      1481
bucolic pattern                 Sokoban-II      1278
bucolic peace                   Challenge-IV    1433
bucolic peach                   Sokoban-II      1465
bucolic peak                    Challenge-IV    1770
bucolic peal                    Sokoban-II      0993
bucolic peal 2                  Sokoban-II      0994
bucolic peal 3                  Sokoban-II      0995
bucolic pear                    Sokoban-II      0597
bucolic pearl                   Sokoban-II      0875
bucolic peat                    Challenge-IV    1286
bucolic pedal                   Challenge-V     0243
bucolic pedant                  Challenge-IV    1173
bucolic pedlar                  Sokoban-II      1303
bucolic pendant                 Challenge-IV    0962
bucolic perhaps                 Challenge-IV    1328
bucolic perhaps 2               Challenge-IV    1329
bucolic petal                   Sokoban-II      1069
bucolic petal 2                 Sokoban-II      1071
bucolic phase                   Challenge-V     0147
bucolic place                   Sokoban-II      1157
bucolic plane                   Sokoban-II      0843
bucolic planet                  Challenge-IV    1714
bucolic plaster                 Beginner-II     1329
bucolic plate                   Sokoban-II      0278
bucolic plea                    Sokoban-II      1446
bucolic plea 2                  Sokoban-II      1450
bucolic prattler                Challenge-IV    1325
bucolic rabbet                  Challenge-IV    0889
bucolic race                    Sokoban-II      0331
bucolic racket                  Challenge-IV    1828
Bucolic Racket 2                Challenge-IV    1869
bucolic raffle                  Challenge-V     0536
bucolic rafter                  Beginner-II     1268
bucolic rage                    Sokoban-II      0341
bucolic ramble                  Challenge-IV    1710
bucolic range                   Sokoban-II      0271
Bucolic Range 2                 Sokoban-II      0359
bucolic rape                    Challenge-V     0318
bucolic rape 2                  Challenge-V     0331
bucolic rate                    Sokoban-II      0634
bucolic rattle                  Sokoban-II      1384
bucolic raven                   Sokoban-II      1454
bucolic realm                   Sokoban-II      0408
bucolic realm 2                 Sokoban-II      0409
Bucolic Realm 3                 Sokoban-II      0474
bucolic ream                    Challenge-V     0130
bucolic rear                    Challenge-IV    1814
bucolic recast                  Sokoban-II      1002
bucolic regard                  Sokoban-II      0330
bucolic remark                  Challenge-IV    1873
bucolic repast                  Sokoban-II      0398
bucolic sable                   Challenge-IV    0740
bucolic sabre                   Sokoban-II      0551
bucolic sachet                  Sokoban-II      1263
bucolic saddle                  Challenge-V     0515
Bucolic Saddle 2                Challenge-V     0524
bucolic sale                    Sokoban-II      0405
bucolic salve                   Challenge-IV    1302
bucolic sample                  Challenge-V     0411
bucolic satchel                 Sokoban-II      0419
bucolic scale                   Challenge-IV    1070
Bucolic Scale 2                 Challenge-IV    1164
bucolic scamper                 Sokoban-II      0544
Bucolic Scamper 2               Sokoban-II      0607
bucolic scarlet                 Challenge-IV    1675
bucolic scramble                Challenge-IV    1951
Bucolic Scramble 2              Challenge-IV    1977
